reclamo_ano,reclamo_mes_nro,reclamo_mes_nombre,reclamo_sede_enargas,reclamo_prestadora,reclamo_tipo,reclamo_origen,reclamo_cantidad
2019,1,Enero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,1,Enero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,4
2019,1,Enero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,13
2019,1,Enero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,2
2019,1,Enero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,2
2019,1,Enero,Centro Regional Cuyo,SBD GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,1,Enero,Centro Regional Cuyo,SBD GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,1,Enero,Centro Regional La Plata,BAGSA,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,5
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,7
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Telefonico,3
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Personal,2
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Medio electronico,1
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,10
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,15
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,1,Enero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,9
2019,1,Enero,Centro Regional La Plata,GRUPO SERVICIO JUNIN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,1,Enero,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,1,Enero,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,1,Enero,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,1,Enero,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,1,Enero,Centro Regional Noroeste,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,1,Enero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,17
2019,1,Enero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,2
2019,1,Enero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,2
2019,1,Enero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,1,Enero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,1,Enero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,1,Enero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,2
2019,1,Enero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,1,Enero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,1,Enero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,1,Enero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,1,Enero,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2019,1,Enero,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,8
2019,1,Enero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,5
2019,1,Enero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,11
2019,1,Enero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,26
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,53
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Medio electronico,26
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Telefonico,2
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Personal,6
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,11
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Personal,3
2019,1,Enero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,5
2019,1,Enero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,1,Enero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,25
2019,1,Enero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,71
2019,1,Enero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,37
2019,1,Enero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,9
2019,1,Enero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Telefonico,3
2019,1,Enero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Personal,14
2019,1,Enero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Correo Postal,3
2019,1,Enero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Medio electronico,28
2019,1,Enero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,1,Enero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,37
2019,1,Enero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,21
2019,1,Enero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,11
2019,1,Enero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,8
2019,2,Febrero,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,2,Febrero,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,3
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,3
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,2
2019,2,Febrero,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,2,Febrero,Centro Regional Centro,CARLOS PAZ GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,2,Febrero,Centro Regional Centro,CARLOS PAZ GAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,12
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,9
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,4
2019,2,Febrero,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Personal,21
2019,2,Febrero,Centro Regional Concordia,GAS NEA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,2,Febrero,Centro Regional Concordia,REDENGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,III - Gestion de Prestaciones,Personal,1
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,4
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,4
2019,2,Febrero,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,10
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,4
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,13
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,2
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,15
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,6
2019,2,Febrero,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,8
2019,2,Febrero,Centro Regional La Plata,GRUPO SERVICIO JUNIN S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,2,Febrero,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,4
2019,2,Febrero,Centro Regional Mar Del Plata,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,2
2019,2,Febrero,Centro Regional Mar Del Plata,COMPANIA DE GAS DE LA COSTA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,2,Febrero,Centro Regional Mar Del Plata,COOPERATIVA BATAN DE OBRAS Y SERVICIOS PUBLICOS LTDA.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Mar Del Plata,COOPERATIVA DE PROVISION DE ELECTRICIDAD Y OTROS SERVICIOS PUBLICOS LTDA. PUEBLO CAMET,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,2,Febrero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,2,Febrero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,2,Febrero,Centro Regional Rio Grande,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,6
2019,2,Febrero,Centro Regional Rosario,COOP. OBRAS Y SERV. PUB.Y ASISTENCIALES DE VIVIENDA DE CARCARANA LTDA,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,2,Febrero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,2,Febrero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,3
2019,2,Febrero,Centro Regional Rosario,LITORAL GAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,2
2019,2,Febrero,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,4
2019,2,Febrero,Centro Regional Rosario,LITORAL GAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,3
2019,2,Febrero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,2,Febrero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,2,Febrero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,2,Febrero,Centro Regional San Juan,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,2,Febrero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,4
2019,2,Febrero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,2,Febrero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Santa Rosa,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,2,Febrero,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,1
2019,2,Febrero,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,2,Febrero,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,2,Febrero,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,1
2019,2,Febrero,Centro Regional Sur,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Tucuman,GASNOR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,5
2019,2,Febrero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,15
2019,2,Febrero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Personal,1
2019,2,Febrero,Centro Regional Tucuman,GASNOR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,27
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,96
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Medio electronico,15
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Telefonico,5
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,III - Gestion de Prestaciones,Personal,3
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,13
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,2,Febrero,Sede Central,GAS NATURAL BAN S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,13
2019,2,Febrero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Personal,11
2019,2,Febrero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,135
2019,2,Febrero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,83
2019,2,Febrero,Sede Central,METROGAS S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,2
2019,2,Febrero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Personal,10
2019,2,Febrero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Telefonico,11
2019,2,Febrero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Correo Postal,3
2019,2,Febrero,Sede Central,METROGAS S.A.,III - Gestion de Prestaciones,Medio electronico,32
2019,2,Febrero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Personal,17
2019,2,Febrero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,8
2019,2,Febrero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,5
2019,2,Febrero,Sede Central,METROGAS S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,25
2019,3,Marzo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,III - Gestion de Prestaciones,Personal,1
2019,3,Marzo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Bahia Blanca,CAMUZZI GAS PAMPEANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,II  - Inconvenientes con el suministro de gas,Personal,1
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,III - Gestion de Prestaciones,Personal,3
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Personal,2
2019,3,Marzo,Centro Regional Bariloche,CAMUZZI GAS DEL SUR S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,2
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,II  - Inconvenientes con el suministro de gas,Correo Postal,1
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Medio electronico,2
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Telefonico,1
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,III - Gestion de Prestaciones,Correo Postal,1
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,1
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Personal,11
2019,3,Marzo,Centro Regional Centro,DISTRIBUIDORA DE GAS DEL CENTRO S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,13
2019,3,Marzo,Centro Regional Concordia,GAS NEA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,1
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,1
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Personal,2
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,2
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Correo Postal,3
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Medio electronico,3
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Telefonico,5
2019,3,Marzo,Centro Regional Cuyo,DISTRIBUIDORA DE GAS CUYANA S.A.,I   - Facturacion y Gestion de Deudas,Personal,12
2019,3,Marzo,Centro Regional La Plata,BAGSA,I   - Facturacion y Gestion de Deudas,Medio electronico,1
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Medio electronico,9
2019,3,Marzo,Centro Regional La Plata,CAMUZZI GAS PAMPEANA S.A.,II  - Inconvenientes con el suministro de gas,Telefonico,9
